60000	60000	405014.47	209.822	9.0
55000	80000	1822565.1	18.7419	-1000.0
560000	565000	1184.2528	68.9313	-1000.0
565000	565000	3085.2903	209.823	9.0
530000	570000	5424.301	9.19724	-1000.0
565000	570000	1998.4266	68.9313	-1000.0
570000	700000	25313.404	3.71541	-1000.0
540000	705000	86788.81	3.59994	-1000.0
710000	710000	115.05802	209.823	9.0
710000	715000	188.1908	68.9313	-73.65488617712124
715000	715000	171.00443	209.823	9.0
565000	720000	100.54977	3.29779	-251.1009241576421
710000	720000	57.601376	32.1384	-10.566050307101149
715000	720000	392.5573	68.9313	-363.73996196772174
720000	720000	612.7844	209.822	9.0
530000	725000	484.8537	2.73742	-1000.0
710000	725000	51.165466	26.3916	-11.881424774536873
715000	725000	139.47847	32.1384	-101.29339871867856
720000	725000	128.07457	68.9313	-23.379030149362126
725000	725000	1478.9392	209.823	9.0
715000	735000	262.8068	17.0752	-476.8942634835976
735000	735000	1615.5702	209.823	9.0
710000	750000	48.97657	9.19724	-44.83441932717851
720000	750000	61.297718	16.0774	-40.45103308218018
735000	750000	205.18605	26.3916	-247.13365641619853
750000	750000	416.95563	209.823	9.0
560000	755000	108.48118	2.73742	-298.5697915686615
710000	755000	66.23348	10.6238	-69.86386371058036
715000	755000	110.33873	9.19724	-177.8456489218992
720000	755000	46.05333	13.493	-27.66665166979464
725000	755000	16.363083	16.0774	-0.8170869241445662
730000	755000	100.99972	18.7419	-90.88692830403464
735000	755000	92.49448	17.0752	-84.69381200823537
740000	755000	112.65353	26.3916	-80.75307855316012
745000	755000	221.89331	32.1384	-242.64648426003785
750000	755000	234.94586	68.9313	-125.45733337170256
755000	755000	295.3704	209.823	9.0
565000	760000	75.59061	2.73742	-182.38916851212565
715000	760000	177.0684	10.6238	-337.79918289395187
720000	760000	54.197037	9.19724	-55.30625421659868
725000	760000	48.141502	13.493	-30.240434365785845
730000	760000	297.1493	16.0774	-591.8542258190184
750000	760000	46.081974	32.1384	-4.805581373561983
755000	760000	221.57857	68.9313	-109.82694377167384
760000	760000	468.55453	209.823	9.0
710000	765000	38.8901	7.32332	-36.10257158952575
715000	765000	106.01548	7.76239	-184.66261456641053
720000	765000	73.01066	10.6238	-83.17516421036433
755000	765000	118.154655	32.1384	-71.9165195777876
760000	765000	146.36652	68.9313	-36.05042273645597
765000	765000	427.2131	209.823	9.0
530000	770000	271.21506	2.36256	-1000.0
720000	770000	35.820854	7.76239	-29.473971558223077
725000	770000	63.63705	10.6238	-64.37591662108413
755000	770000	100.68409	26.3916	-63.87023119829966
760000	770000	80.78746	32.1384	-28.639132249153917
765000	770000	145.10869	68.9313	-35.287309473533995
770000	770000	177.98488	209.823	9.0
565000	775000	45.098484	2.55641	-92.2773459701402
570000	775000	321.32672	2.77433	-1000.0
710000	775000	12.917657	6.177	-4.509429556091757
715000	775000	140.85555	7.46368	-284.1619114534337
720000	775000	32.334763	7.32332	-26.43219219749309
725000	775000	57.443882	7.76239	-69.21916021345022
745000	775000	155.79477	16.0774	-217.9147137545486
750000	775000	54.98639	18.7419	-25.474223172798578
755000	775000	51.63949	17.0752	-25.4945712763842
760000	775000	24.308403	26.3916	-0.457323656426195
765000	775000	163.73335	32.1384	-138.68112810588914
770000	775000	160.66336	68.9313	-47.41581566252924
775000	775000	355.31754	209.823	9.0
710000	780000	12.685067	6.18723	-4.497011679181633
720000	780000	63.505116	7.46368	-83.86705170103346
725000	780000	28.204786	7.32332	-20.56286232459896
740000	780000	388.35822	9.19724	-1000.0
745000	780000	152.9896	13.493	-235.3609002126432
750000	780000	80.99449	16.0774	-68.95686346636975
755000	780000	62.880016	18.7419	-34.76928962382149
760000	780000	71.61215	17.0752	-51.47922164736045
765000	780000	85.75213	26.3916	-44.77124037198272
770000	780000	157.77052	32.1384	-128.98562030087626
775000	780000	398.76556	68.9313	-374.2404704337183
780000	780000	419.55597	209.823	9.0
565000	785000	67.74328	2.4538	-163.33467779097103
